phylum,taxon_id_parent,n_hok_1980_1999,n_hok_2000_2019,n_hok_tot_1980_1999,n_hok_tot_2000_2019,ell_l,ell_n,ell_f,ell_r,ell_t,substrate,wei
Marchantiophyta,240,57,43,227,227,1,4,7,4,6,mineral soil,1
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,bryophyte,0.16666666666666666
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,decaying vegetation,0.16666666666666666
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,peat,0.16666666666666666
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,"rock, hard",0.16666666666666666
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,mineral soil,0.16666666666666666
Marchantiophyta,241,2,0,227,227,3,1,7,3,3,soil on rock,0.16666666666666666
Marchantiophyta,242,135,118,227,227,3,3,7,3,4,bryophyte,0.2
Marchantiophyta,242,135,118,227,227,3,3,7,3,4,decaying vegetation,0.2
Marchantiophyta,242,135,118,227,227,3,3,7,3,4,peat,0.2
Marchantiophyta,242,135,118,227,227,3,3,7,3,4,mineral soil,0.2
Marchantiophyta,242,135,118,227,227,3,3,7,3,4,soil on rock,0.2
Marchantiophyta,243,8,11,227,227,3,1,7,2,3,mineral soil,1
Marchantiophyta,244,113,101,227,227,3,1,7,2,3,bryophyte,0.25
Marchantiophyta,244,113,101,227,227,3,1,7,2,3,decaying vegetation,0.25
Marchantiophyta,244,113,101,227,227,3,1,7,2,3,peat,0.25
Marchantiophyta,244,113,101,227,227,3,1,7,2,3,mineral soil,0.25
Marchantiophyta,246,5,0,227,227,8,1,9,1,3,bryophyte,1
Marchantiophyta,268,142,118,227,227,4,2,7,2,5,bryophyte,0.2
Marchantiophyta,268,142,118,227,227,4,2,7,2,5,decaying vegetation,0.2
Marchantiophyta,268,142,118,227,227,4,2,7,2,5,decorticated wood,0.2
Marchantiophyta,268,142,118,227,227,4,2,7,2,5,peat,0.2
Marchantiophyta,268,142,118,227,227,4,2,7,2,5,mineral soil,0.2
Marchantiophyta,270,38,26,227,227,6,1,8,1,3,bryophyte,0.3333333333333333
Marchantiophyta,270,38,26,227,227,6,1,8,1,3,decaying vegetation,0.3333333333333333
Marchantiophyta,270,38,26,227,227,6,1,8,1,3,peat,0.3333333333333333
Marchantiophyta,271,1,1,227,227,5,2,8,2,3,decorticated wood,0.2
Marchantiophyta,271,1,1,227,227,5,2,8,2,3,peat,0.2
Marchantiophyta,271,1,1,227,227,5,2,8,2,3,"rock, soft",0.2
Marchantiophyta,271,1,1,227,227,5,2,8,2,3,mineral soil,0.2
Marchantiophyta,271,1,1,227,227,5,2,8,2,3,soil on rock,0.2
Marchantiophyta,272,18,13,227,227,7,1,8,1,2,bryophyte,0.3333333333333333
Marchantiophyta,272,18,13,227,227,7,1,8,1,2,decaying vegetation,0.3333333333333333
Marchantiophyta,272,18,13,227,227,7,1,8,1,2,peat,0.3333333333333333
Marchantiophyta,273,6,0,227,227,4,2,8,2,2,bryophyte,1
Marchantiophyta,276,93,65,227,227,7,2,5,2,5,gravel or sand,0.3333333333333333
Marchantiophyta,276,93,65,227,227,7,2,5,2,5,peat,0.3333333333333333
Marchantiophyta,276,93,65,227,227,7,2,5,2,5,mineral soil,0.3333333333333333
Marchantiophyta,277,17,2,227,227,7,1,8,2,2,bryophyte,1
Marchantiophyta,278,14,17,227,227,6,2,6,2,4,bryophyte,0.25
Marchantiophyta,278,14,17,227,227,6,2,6,2,4,gravel or sand,0.25
Marchantiophyta,278,14,17,227,227,6,2,6,2,4,peat,0.25
Marchantiophyta,278,14,17,227,227,6,2,6,2,4,mineral soil,0.25
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,bryophyte,0.16666666666666666
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,decaying vegetation,0.16666666666666666
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,decorticated wood,0.16666666666666666
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,gravel or sand,0.16666666666666666
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,peat,0.16666666666666666
Marchantiophyta,279,20,10,227,227,6,2,5,2,3,mineral soil,0.16666666666666666
Marchantiophyta,280,4,0,227,227,7,1,5,5,6,mineral soil,0.5
Marchantiophyta,280,4,0,227,227,7,1,5,5,6,soil on rock,0.5
Marchantiophyta,298,25,20,227,227,8,1,9,1,2,bryophyte,0.3333333333333333
Marchantiophyta,298,25,20,227,227,8,1,9,1,2,peat,0.3333333333333333
Marchantiophyta,299,31,9,227,227,6,2,7,2,2,mineral soil,1
Marchantiophyta,304,2,88,227,227,6,4,4,6,6,epiphytic on living wood,1
Marchantiophyta,372,47,37,227,227,5,1,6,2,5,gravel or sand,0.2
Marchantiophyta,372,47,37,227,227,5,1,6,2,5,peat,0.2
Marchantiophyta,372,47,37,227,227,5,1,6,2,5,"rock, hard",0.2
Marchantiophyta,372,47,37,227,227,5,1,6,2,5,mineral soil,0.2
Marchantiophyta,372,47,37,227,227,5,1,6,2,5,soil on rock,0.2
Marchantiophyta,373,4,0,227,227,6,1,6,2,4,gravel or sand,0.5
Marchantiophyta,373,4,0,227,227,6,1,6,2,4,mineral soil,0.5
Marchantiophyta,445,33,36,227,227,7,3,9,5,3,gravel or sand,0.3333333333333333
Marchantiophyta,445,33,36,227,227,7,3,9,5,3,peat,0.3333333333333333
Marchantiophyta,445,33,36,227,227,7,3,9,5,3,mineral soil,0.3333333333333333
Marchantiophyta,446,8,5,227,227,7,3,8,5,5,gravel or sand,0.5
Marchantiophyta,446,8,5,227,227,7,3,8,5,5,mineral soil,0.5
Marchantiophyta,447,14,2,227,227,6,4,7,5,7,mineral soil,1
Marchantiophyta,448,41,11,227,227,7,3,7,4,5,gravel or sand,0.5
Marchantiophyta,448,41,11,227,227,7,3,7,4,5,mineral soil,0.5
Marchantiophyta,450,142,211,227,227,6,4,4,6,3,epiphytic on living wood,1
Marchantiophyta,452,1,5,227,227,6,2,5,4,3,epiphytic on living wood,1
Marchantiophyta,478,75,44,227,227,7,1,7,1,2,gravel or sand,0.3333333333333333
Marchantiophyta,478,75,44,227,227,7,1,7,1,2,peat,0.3333333333333333
Marchantiophyta,478,75,44,227,227,7,1,7,1,2,mineral soil,0.3333333333333333
Marchantiophyta,516,10,0,227,227,6,3,6,4,3,mineral soil,1
Marchantiophyta,518,74,45,227,227,6,3,6,4,4,gravel or sand,0.5
Marchantiophyta,518,74,45,227,227,6,3,6,4,4,mineral soil,0.5
Marchantiophyta,519,2,0,227,227,5,3,8,5,3,"rock, soft",0.3333333333333333
Marchantiophyta,519,2,0,227,227,5,3,8,5,3,mineral soil,0.3333333333333333
Marchantiophyta,519,2,0,227,227,5,3,8,5,3,soil on rock,0.3333333333333333
Marchantiophyta,527,29,14,227,227,7,1,9,1,2,bryophyte,0.3333333333333333
Marchantiophyta,527,29,14,227,227,7,1,9,1,2,decaying vegetation,0.3333333333333333
Marchantiophyta,527,29,14,227,227,7,1,9,1,2,peat,0.3333333333333333
Marchantiophyta,531,5,6,227,227,6,2,7,8,3,mineral soil,1
Marchantiophyta,539,56,51,227,227,3,2,6,2,3,decaying vegetation,0.2
Marchantiophyta,539,56,51,227,227,3,2,6,2,3,decorticated wood,0.2
Marchantiophyta,539,56,51,227,227,3,2,6,2,3,peat,0.2
Marchantiophyta,539,56,51,227,227,3,2,6,2,3,mineral soil,0.2
Marchantiophyta,539,56,51,227,227,3,2,6,2,3,soil on rock,0.2
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,decaying vegetation,0.16666666666666666
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,decorticated wood,0.16666666666666666
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,epiphytic on living wood,0.16666666666666666
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,gravel or sand,0.16666666666666666
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,peat,0.16666666666666666
Marchantiophyta,558,170,144,227,227,5,3,6,4,3,mineral soil,0.16666666666666666
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,decaying vegetation,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,decorticated wood,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,epiphytic on living wood,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,gravel or sand,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,peat,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,"rock, soft",0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,mineral soil,0.125
Marchantiophyta,559,218,216,227,227,4,5,5,4,3,soil on rock,0.125
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,decaying vegetation,0.16666666666666666
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,decorticated wood,0.16666666666666666
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,gravel or sand,0.16666666666666666
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,peat,0.16666666666666666
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,mineral soil,0.16666666666666666
Marchantiophyta,561,33,107,227,227,5,2,5,4,5,soil on rock,0.16666666666666666
Marchantiophyta,563,31,3,227,227,6,1,4,3,5,gravel or sand,0.5
Marchantiophyta,563,31,3,227,227,6,1,4,3,5,mineral soil,0.5
Marchantiophyta,564,26,23,227,227,7,2,7,3,5,decaying vegetation,0.3333333333333333
Marchantiophyta,564,26,23,227,227,7,2,7,3,5,gravel or sand,0.3333333333333333
Marchantiophyta,564,26,23,227,227,7,2,7,3,5,mineral soil,0.3333333333333333
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,bryophyte,0.16666666666666666
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,gravel or sand,0.16666666666666666
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,peat,0.16666666666666666
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,"rock, hard",0.16666666666666666
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,mineral soil,0.16666666666666666
Marchantiophyta,565,1,0,227,227,7,2,5,5,3,soil on rock,0.16666666666666666
Marchantiophyta,571,1,1,227,227,6,2,5,9,3,"rock, soft",0.5
Marchantiophyta,571,1,1,227,227,6,2,5,9,3,mineral soil,0.5
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,bryophyte,0.16666666666666666
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,decaying vegetation,0.16666666666666666
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,decorticated wood,0.16666666666666666
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,gravel or sand,0.16666666666666666
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,peat,0.16666666666666666
Marchantiophyta,573,17,8,227,227,5,2,6,2,3,mineral soil,0.16666666666666666
Marchantiophyta,576,65,82,227,227,4,7,7,7,8,"rock, hard",0.2
Marchantiophyta,576,65,82,227,227,4,7,7,7,8,"rock, soft",0.2
Marchantiophyta,576,65,82,227,227,4,7,7,7,8,artificial stone,0.2
Marchantiophyta,576,65,82,227,227,4,7,7,7,8,mineral soil,0.2
Marchantiophyta,576,65,82,227,227,4,7,7,7,8,soil on rock,0.2
Marchantiophyta,578,156,160,227,227,7,5,8,6,5,gravel or sand,0.2
Marchantiophyta,578,156,160,227,227,7,5,8,6,5,peat,0.2
Marchantiophyta,578,156,160,227,227,7,5,8,6,5,artificial stone,0.2
Marchantiophyta,578,156,160,227,227,7,5,8,6,5,mineral soil,0.2
Marchantiophyta,578,156,160,227,227,7,5,8,6,5,soil on rock,0.2
Marchantiophyta,591,93,201,227,227,5,3,4,5,3,epiphytic on living wood,1
Marchantiophyta,592,1,8,227,227,5,3,5,5,6,epiphytic on living wood,0.5
Marchantiophyta,592,1,8,227,227,5,3,5,5,6,"rock, hard",0.5
Marchantiophyta,600,5,13,227,227,5,3,5,5,5,epiphytic on living wood,1
Marchantiophyta,612,10,1,227,227,7,1,9,1,2,bryophyte,0.5
Marchantiophyta,612,10,1,227,227,7,1,9,1,2,peat,0.5
Marchantiophyta,616,31,3,227,227,6,2,7,3,2,gravel or sand,0.5
Marchantiophyta,616,31,3,227,227,6,2,7,3,2,mineral soil,0.5
Marchantiophyta,618,17,9,227,227,6,1,6,3,3,gravel or sand,0.5
Marchantiophyta,618,17,9,227,227,6,1,6,3,3,mineral soil,0.5
Marchantiophyta,624,2,13,227,227,4,2,7,2,4,decorticated wood,1
Marchantiophyta,628,2,3,227,227,7,1,6,1,4,peat,0.25
Marchantiophyta,628,2,3,227,227,7,1,6,1,4,"rock, soft",0.25
Marchantiophyta,628,2,3,227,227,7,1,6,1,4,mineral soil,0.25
Marchantiophyta,628,2,3,227,227,7,1,6,1,4,soil on rock,0.25
Marchantiophyta,629,24,16,227,227,8,1,8,1,2,bryophyte,0.5
Marchantiophyta,629,24,16,227,227,8,1,8,1,2,peat,0.5
Marchantiophyta,667,4,8,227,227,5,4,6,6,4,peat,0.3333333333333333
Marchantiophyta,667,4,8,227,227,5,4,6,6,4,"rock, hard",0.3333333333333333
Marchantiophyta,667,4,8,227,227,5,4,6,6,4,mineral soil,0.3333333333333333
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,decorticated wood,0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,epiphytic on living wood,0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,gravel or sand,0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,"rock, hard",0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,"rock, soft",0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,artificial stone,0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,mineral soil,0.125
Marchantiophyta,669,5,0,227,227,4,4,6,6,3,soil on rock,0.125
Marchantiophyta,734,4,32,227,227,6,3,4,8,3,epiphytic on living wood,0.2
Marchantiophyta,734,4,32,227,227,6,3,4,8,3,"rock, hard",0.2
Marchantiophyta,734,4,32,227,227,6,3,4,8,3,"rock, soft",0.2
Marchantiophyta,734,4,32,227,227,6,3,4,8,3,artificial stone,0.2
Marchantiophyta,734,4,32,227,227,6,3,4,8,3,mineral soil,0.2
Marchantiophyta,736,1,2,227,227,6,2,7,7,2,gravel or sand,0.25
Marchantiophyta,736,1,2,227,227,6,2,7,7,2,peat,0.25
Marchantiophyta,736,1,2,227,227,6,2,7,7,2,mineral soil,0.25
Marchantiophyta,736,1,2,227,227,6,2,7,7,2,soil on rock,0.25
Marchantiophyta,759,34,12,227,227,6,2,5,2,3,decaying vegetation,0.5
Marchantiophyta,759,34,12,227,227,6,2,5,2,3,gravel or sand,0.5
Marchantiophyta,760,60,8,227,227,6,3,4,4,3,decorticated wood,0.5
Marchantiophyta,760,60,8,227,227,6,3,4,4,3,epiphytic on living wood,0.5
Marchantiophyta,778,99,189,227,227,5,3,4,6,3,epiphytic on living wood,1
Marchantiophyta,781,2,2,227,227,6,4,4,6,4,mineral soil,0.5
Marchantiophyta,781,2,2,227,227,6,4,4,6,4,soil on rock,0.5
Marchantiophyta,810,46,30,227,227,6,3,9,6,4,gravel or sand,0.5
Marchantiophyta,810,46,30,227,227,6,3,9,6,4,mineral soil,0.5
Marchantiophyta,811,19,23,227,227,8,2,8,5,2,gravel or sand,0.5
Marchantiophyta,811,19,23,227,227,8,2,8,5,2,mineral soil,0.5
Marchantiophyta,813,12,5,227,227,7,2,9,5,4,decaying vegetation,0.25
Marchantiophyta,813,12,5,227,227,7,2,9,5,4,gravel or sand,0.25
Marchantiophyta,813,12,5,227,227,7,2,9,5,4,peat,0.25
Marchantiophyta,813,12,5,227,227,7,2,9,5,4,mineral soil,0.25
Marchantiophyta,815,9,12,227,227,8,3,5,5,3,mineral soil,1
Marchantiophyta,816,35,36,227,227,8,3,5,5,5,mineral soil,1
Marchantiophyta,817,17,6,227,227,7,5,9,5,5,mineral soil,1
Marchantiophyta,818,23,14,227,227,7,6,9,7,6,gravel or sand,0.5
Marchantiophyta,818,23,14,227,227,7,6,9,7,6,mineral soil,0.5
Marchantiophyta,821,70,59,227,227,7,6,10,7,6,gravel or sand,0.25
Marchantiophyta,821,70,59,227,227,7,6,10,7,6,peat,0.25
Marchantiophyta,821,70,59,227,227,7,6,10,7,6,mineral soil,0.25
Marchantiophyta,822,70,50,227,227,7,6,6,6,5,mineral soil,1
Marchantiophyta,823,17,10,227,227,7,5,9,5,5,mineral soil,1
Marchantiophyta,825,79,80,227,227,7,4,5,5,6,mineral soil,1
Marchantiophyta,826,9,11,227,227,7,4,5,5,6,mineral soil,1
Marchantiophyta,837,3,0,227,227,6,2,6,3,3,gravel or sand,0.3333333333333333
Marchantiophyta,837,3,0,227,227,6,2,6,3,3,"rock, soft",0.3333333333333333
Marchantiophyta,837,3,0,227,227,6,2,6,3,3,mineral soil,0.3333333333333333
Marchantiophyta,839,14,9,227,227,7,2,8,4,3,gravel or sand,0.5
Marchantiophyta,839,14,9,227,227,7,2,8,4,3,mineral soil,0.5
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,decorticated wood,0.16666666666666666
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,epiphytic on living wood,0.16666666666666666
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,"rock, hard",0.16666666666666666
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,"rock, soft",0.16666666666666666
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,artificial stone,0.16666666666666666
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,mineral soil,0.16666666666666666
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,gravel or sand,0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,"rock, hard",0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,"rock, soft",0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,artificial stone,0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,mineral soil,0.2
Marchantiophyta,887,4,5,227,227,8,5,6,5,8,mineral soil,1
Marchantiophyta,888,41,29,227,227,8,5,6,5,7,mineral soil,1
Marchantiophyta,987,4,5,227,227,5,4,9,5,4,"rock, hard",0.5
Marchantiophyta,987,4,5,227,227,5,4,9,5,4,mineral soil,0.5
Marchantiophyta,8339,4,68,227,227,5,5,5,6,5,epiphytic on living wood,1
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,"rock, hard",0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,"rock, soft",0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,artificial stone,0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,mineral soil,0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,soil on rock,0.2
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,decaying vegetation,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,decorticated wood,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,gravel or sand,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,mineral soil,0.25
Bryophyta,53,0,1,227,227,8,1,1,3,7,"rock, hard",0.5
Bryophyta,53,0,1,227,227,8,1,1,3,7,artificial stone,0.5
Bryophyta,228,0,2,227,227,8,4,8,8,3,gravel or sand,1
Bryophyta,231,0,1,227,227,5,2,6,2,3,mineral soil,1
Bryophyta,341,0,1,227,227,4,2,6,3,4,decorticated wood,1
Bryophyta,363,0,2,227,227,6,4,5,7,7,epiphytic on living wood,0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,gravel or sand,0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,"rock, hard",0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,artificial stone,0.25
Bryophyta,465,0,1,227,227,9,1,1,4,6,"rock, hard",0.5
Bryophyta,465,0,1,227,227,9,1,1,4,6,artificial stone,0.5
Bryophyta,471,0,2,227,227,7,1,1,4,4,"rock, hard",0.5
Bryophyta,471,0,2,227,227,7,1,1,4,4,artificial stone,0.5
Bryophyta,621,0,2,227,227,6,3,4,8,3,epiphytic on living wood,0.3333333333333333
Bryophyta,621,0,2,227,227,6,3,4,8,3,"rock, hard",0.3333333333333333
Bryophyta,621,0,2,227,227,6,3,4,8,3,"rock, soft",0.3333333333333333
Bryophyta,622,0,4,227,227,5,4,5,5,3,epiphytic on living wood,1
Bryophyta,907,0,1,227,227,6,3,9,3,3,peat,1
Bryophyta,910,0,2,227,227,8,2,9,5,3,mineral soil,1
Bryophyta,912,0,2,227,227,7,2,9,2,2,peat,0.5
Bryophyta,912,0,2,227,227,7,2,9,2,2,mineral soil,0.5
Bryophyta,919,0,4,227,227,7,2,9,4,2,mineral soil,1
Bryophyta,999,0,1,227,227,5,3,5,5,3,epiphytic on living wood,1
Bryophyta,8356,0,6,227,227,5,4,6,3,2,decaying vegetation,1
Bryophyta,8360,0,1,227,227,7,2,4,8,3,gravel or sand,0.3333333333333333
Bryophyta,8360,0,1,227,227,7,2,4,8,3,"rock, hard",0.3333333333333333
Bryophyta,8360,0,1,227,227,7,2,4,8,3,mineral soil,0.3333333333333333
Bryophyta,8394,0,1,227,227,9,1,1,7,6,"rock, hard",0.5
Bryophyta,8394,0,1,227,227,9,1,1,7,6,artificial stone,0.5
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,bryophyte,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,decaying vegetation,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,decorticated wood,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,peat,0.25
Marchantiophyta,8839,0,1,227,227,8,3,5,5,8,mineral soil,0.5
Marchantiophyta,8839,0,1,227,227,8,3,5,5,8,soil on rock,0.5
