id,scientific_name,rank,order,phylum,kingdom,genus,class,family
795,Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman,SPECIES,Hypnales,Bryophyta,Plantae,Rhynchostegiella,Bryopsida,Brachytheciaceae
798,"Rhynchostegium confertum W.P.Schimper, 1852",SPECIES,Hypnales,Bryophyta,Plantae,Rhynchostegium,Bryopsida,Brachytheciaceae
799,"Rhynchostegium megapolitanum W.P.Schimper, 1852",SPECIES,Hypnales,Bryophyta,Plantae,Rhynchostegium,Bryopsida,Brachytheciaceae
800,"Rhynchostegium murale W.P.Schimper, 1852",SPECIES,Hypnales,Bryophyta,Plantae,Rhynchostegium,Bryopsida,Brachytheciaceae
803,"Rhytidiadelphus loreus Warnstorf, 1906",SPECIES,Hypnales,Bryophyta,Plantae,Rhytidiadelphus,Bryopsida,Hylocomiaceae
804,"Rhytidiadelphus squarrosus Warnstorf, 1906",SPECIES,Hypnales,Bryophyta,Plantae,Rhytidiadelphus,Bryopsida,Hylocomiaceae
806,"Rhytidiadelphus triquetrus Warnstorf, 1906",SPECIES,Hypnales,Bryophyta,Plantae,Rhytidiadelphus,Bryopsida,Hylocomiaceae
808,"Rhytidium rugosum Kindberg, 1883",SPECIES,Hypnales,Bryophyta,Plantae,Rhytidium,Bryopsida,Hylocomiaceae
810,Riccardia chamedryfolia (With.) Grolle,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Riccardia,Jungermanniopsida,Aneuraceae
811,Riccardia incurvata Lindb.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Riccardia,Jungermanniopsida,Aneuraceae
812,Riccardia latifrons (Lindb.) Lindb.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Riccardia,Jungermanniopsida,Aneuraceae
813,Riccardia multifida (L.) Gray,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Riccardia,Jungermanniopsida,Aneuraceae
815,Riccia beyrichiana Hampe ex Lehm.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
816,Riccia bifurca Hoffm.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
817,Riccia canaliculata Hoffm.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
818,Riccia cavernosa Hoffm.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
821,Riccia fluitans L.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
822,Riccia glauca L.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
823,Riccia huebeneriana Lindenb.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
825,Riccia sorocarpa Bisch.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
826,Riccia subbifurca Warnst. ex Croz.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
827,Riccia warnstorfii Limpr. ex Warnst.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
829,Ricciocarpos natans (L.) Corda,SPECIES,Marchantiales,Marchantiophyta,Plantae,Ricciocarpos,Marchantiopsida,Ricciaceae
831,"Sanionia uncinata Loeske, 1907",SPECIES,Hypnales,Bryophyta,Plantae,Sanionia,Bryopsida,Amblystegiaceae
837,Scapania curta (Mart.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Scapania,Jungermanniopsida,Scapaniaceae
839,Scapania irrigua (Nees) Nees,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Scapania,Jungermanniopsida,Scapaniaceae
842,Scapania nemorea (L.) Grolle,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Scapania,Jungermanniopsida,Scapaniaceae
845,Scapania undulata (L.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Scapania,Jungermanniopsida,Scapaniaceae
854,"Schistidium rivulare (Brid.) Podp., 1911",SPECIES,Grimmiales,Bryophyta,Plantae,Schistidium,Bryopsida,Grimmiaceae
860,"Scleropodium cespitans L.F.Koch, 1950",SPECIES,Hypnales,Bryophyta,Plantae,Scleropodium,Bryopsida,Brachytheciaceae
864,"Scopelophila cataractae Brotherus, 1902",SPECIES,Pottiales,Bryophyta,Plantae,Scopelophila,Bryopsida,Pottiaceae
867,"Scorpidium cossonii Hedenäs, 1989",SPECIES,Hypnales,Bryophyta,Plantae,Scorpidium,Bryopsida,Amblystegiaceae
868,"Scorpidium revolvens Rubers, 1989",SPECIES,Hypnales,Bryophyta,Plantae,Scorpidium,Bryopsida,Amblystegiaceae
869,"Scorpidium scorpioides Limpricht, 1899",SPECIES,Hypnales,Bryophyta,Plantae,Scorpidium,Bryopsida,Amblystegiaceae
872,"Seligeria calcarea Bruch & W.P.Schimper, 1849",SPECIES,Seligerales,Bryophyta,Plantae,Seligeria,Bryopsida,Seligeriaceae
881,"Sematophyllum substrumulosum Britton, 1902",SPECIES,Hypnales,Bryophyta,Plantae,Sematophyllum,Bryopsida,Sematophyllaceae
887,Sphaerocarpos michelii Bellardi,SPECIES,Sphaerocarpales,Marchantiophyta,Plantae,Sphaerocarpos,Marchantiopsida,Sphaerocarpaceae
888,Sphaerocarpos texanus Austin,SPECIES,Sphaerocarpales,Marchantiophyta,Plantae,Sphaerocarpos,Marchantiopsida,Sphaerocarpaceae
891,"Sphagnum angustifolium C.E.O.Jensen, 1896",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
892,"Sphagnum capillifolium Hedwig, 1782",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
894,"Sphagnum compactum Lamarck & A.P.de Candolle, 1805",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
895,"Sphagnum contortum Schultz, 1819",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
896,"Sphagnum cuspidatum Ehrhart ex G.F.Hoffmann, 1796",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
898,"Sphagnum fallax Klinggräff, 1881",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
899,"Sphagnum fimbriatum Wilson, 1847",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
900,"Sphagnum flexuosum Dozy & Molkenboer, 1851",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
902,"Sphagnum girgensohnii Russow, 1865",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
903,"Sphagnum inundatum Russow, 1894",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
904,"Sphagnum magellanicum Bridel, 1798",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
905,"Sphagnum majus C.E.O.Jensen, 1890",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
906,"Sphagnum molle Sullivant, 1846",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
907,"Sphagnum obtusum Warnstorf, 1877",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
908,"Sphagnum palustre L., 1753",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
909,"Sphagnum papillosum Lindberg, 1872",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
910,"Sphagnum platyphyllum Warnstorf, 1884",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
911,"Sphagnum quinquefarium Warnstorf, 1886",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
912,"Sphagnum riparium Ångström, 1864",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
913,"Sphagnum rubellum Wilson, 1855",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
914,"Sphagnum russowii Warnstorf, 1886",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
915,"Sphagnum squarrosum Crome, 1803",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
916,"Sphagnum subnitens Russow & Warnstorf, 1888",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
917,"Sphagnum subsecundum Nees, 1819",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
918,"Sphagnum tenellum Bridel, 1819",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
919,"Sphagnum teres Ångström, 1861",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
925,"Straminergon stramineum Hedenäs, 1993",SPECIES,Hypnales,Bryophyta,Plantae,Straminergon,Bryopsida,Amblystegiaceae
927,"Syntrichia calcicola Amann, 1918",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
930,"Syntrichia laevipila Bridel, 1819",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
931,"Syntrichia latifolia Hübener, 1833",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
932,"Syntrichia papillosa Juratzka, 1882",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
934,Syntrichia ruraliformis (Besch.) Cardot,SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
935,"Syntrichia ruralis Weber & D.Mohr, 1803",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
936,"Syntrichia virescens Ochyra, 1992",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
940,"Taxiphyllum wissgrillii Wijk & Margadant, 1960",SPECIES,Hypnales,Bryophyta,Plantae,Taxiphyllum,Bryopsida,Hypnaceae
946,"Tetraphis pellucida Hedwig, 1801",SPECIES,Tetraphidales,Bryophyta,Plantae,Tetraphis,Bryopsida,Tetraphidaceae
952,"Thamnobryum alopecurum Nieuwland ex Gangulee, 1976",SPECIES,Leucodontales,Bryophyta,Plantae,Thamnobryum,Bryopsida,Neckeraceae
955,"Thuidium delicatulum W.P.Schimper, 1852",SPECIES,Hypnales,Bryophyta,Plantae,Thuidium,Bryopsida,Thuidiaceae
958,"Thuidium tamariscinum W.P.Schimper, 1852",SPECIES,Hypnales,Bryophyta,Plantae,Thuidium,Bryopsida,Thuidiaceae
963,"Tortella flavovirens Brotherus, 1902",SPECIES,Pottiales,Bryophyta,Plantae,Tortella,Bryopsida,Pottiaceae
964,"Tortella inclinata Limpricht, 1888",SPECIES,Pottiales,Bryophyta,Plantae,Tortella,Bryopsida,Pottiaceae
967,"Tortella tortuosa Limpricht, 1888",SPECIES,Pottiales,Bryophyta,Plantae,Tortella,Bryopsida,Pottiaceae
974,"Tortula lanceola Zander, 1993",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
975,"Tortula marginata Spruce, 1845",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
976,"Tortula modica Zander, 1993",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
978,"Tortula muralis Hedwig, 1801",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
981,"Tortula subulata Hedwig, 1801",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
982,"Tortula truncata Mitten, 1870",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
983,"Tortula vahliana Montagne, 1850",SPECIES,Pottiales,Bryophyta,Plantae,Tortula,Bryopsida,Pottiaceae
985,"Trematodon ambiguus Hornschuch, 1819",SPECIES,Dicranales,Bryophyta,Plantae,Trematodon,Bryopsida,Bruchiaceae
987,Trichocolea tomentella (Ehrh.) Dumort.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Trichocolea,Jungermanniopsida,Trichocoleaceae
992,"Trichostomum crispulum Bruch, 1829",SPECIES,Pottiales,Bryophyta,Plantae,Trichostomum,Bryopsida,Pottiaceae
998,Ulota bruchii Hornsch. ex Brid.,SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
999,"Ulota coarctata Hammar, 1852",SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
1000,"Ulota crispa Bridel, 1819",SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
1002,"Ulota phyllantha Bridel, 1819",SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
1005,"Warnstorfia exannulata Loeske, 1907",SPECIES,Hypnales,Bryophyta,Plantae,Warnstorfia,Bryopsida,Amblystegiaceae
1006,"Warnstorfia fluitans Loeske, 1907",SPECIES,Hypnales,Bryophyta,Plantae,Warnstorfia,Bryopsida,Amblystegiaceae
1007,"Warnstorfia pseudostraminea Tuomikoski & T.Koponen, 1979",SPECIES,Hypnales,Bryophyta,Plantae,Warnstorfia,Bryopsida,Amblystegiaceae
1009,"Weissia brachycarpa Juratzka, 1882",SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1011,"Weissia controversa Hedwig, 1801",SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1012,"Weissia longifolia Mitten, 1851",SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1013,"Weissia rostellata Lindberg, 1864",SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1014,"Weissia rutilans Lindberg, 1863",SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1015,Weissia squarrosa (Nees & Hornsch.) Müll.Hal.,SPECIES,Pottiales,Bryophyta,Plantae,Weissia,Bryopsida,Pottiaceae
1017,"Zygodon conoideus W.J.Hooker & Taylor, 1818",SPECIES,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
1019,"Zygodon rupestris W.P.Schimper ex Lorentz, 1865",SPECIES,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
1020,"Zygodon viridissimus Bridel, 1826",SPECIES,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
1021,Zygodon viridissimus var. stirtonii (Stirt.) I.Hagen,VARIETY,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
8304,"Abietinella abietina Fleischer, 1923",SPECIES,Hypnales,Bryophyta,Plantae,Abietinella,Bryopsida,Thuidiaceae
8311,Brachytheciastrum velutinum (Hedw.) Ignatov & Huttunen,SPECIES,Hypnales,Bryophyta,Plantae,Brachytheciastrum,Bryopsida,Brachytheciaceae
8318,"Bryum archangelicum Bruch & W.P.Schimper, 1846",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
8320,Cirriphyllum crassinervium (Taylor) Loeske & M.Fleisch.,SPECIES,Hypnales,Bryophyta,Plantae,Cirriphyllum,Bryopsida,Brachytheciaceae
8321,"Cleistocarpidium palustre Ochyra & Bednarek-Ochyra, 1996",SPECIES,Dicranales,Bryophyta,Plantae,Cleistocarpidium,Bryopsida,Ditrichaceae
8324,"Didymodon australasiae Zander, 1978",SPECIES,Pottiales,Bryophyta,Plantae,Didymodon,Bryopsida,Pottiaceae
8328,"Fissidens fontanus Steudel, 1824",SPECIES,Fissidentales,Bryophyta,Plantae,Fissidens,Bryopsida,Fissidentaceae
8330,"Hygroamblystegium fluviatile Loeske, 1903",SPECIES,Hypnales,Bryophyta,Plantae,Hygroamblystegium,Bryopsida,Amblystegiaceae
8331,"Hygroamblystegium humile (P.Beauv.) Vanderp., Goffinet & Hedenäs",SPECIES,Hypnales,Bryophyta,Plantae,Hygroamblystegium,Bryopsida,Amblystegiaceae
8332,"Hygroamblystegium tenax Jennings, 1913",SPECIES,Hypnales,Bryophyta,Plantae,Hygroamblystegium,Bryopsida,Amblystegiaceae
8333,Hygroamblystegium varium (Hedw.) Mönk.,SPECIES,Hypnales,Bryophyta,Plantae,Hygroamblystegium,Bryopsida,Amblystegiaceae
8336,Kindbergia praelonga (Hedw.) Ochyra,SPECIES,Hypnales,Bryophyta,Plantae,Kindbergia,Bryopsida,Brachytheciaceae
8337,Leiocolea collaris (Nees) Schljakov,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Mesoptychia,Jungermanniopsida,Jungermanniaceae
8338,"Loeskeobryum brevirostre Fleischer, 1925",SPECIES,Hypnales,Bryophyta,Plantae,Loeskeobryum,Bryopsida,Hylocomiaceae
8339,Metzgeria violacea (Ach.) Dumort.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Metzgeria,Jungermanniopsida,Metzgeriaceae
8340,Oxyrrhynchium hians (Hedw.) Loeske,SPECIES,Hypnales,Bryophyta,Plantae,Oxyrrhynchium,Bryopsida,Brachytheciaceae
8341,Oxyrrhynchium pumilum (Wilson) Loeske,SPECIES,Hypnales,Bryophyta,Plantae,Oxyrrhynchium,Bryopsida,Brachytheciaceae
8342,Oxyrrhynchium schleicheri (R.Hedw.) Röll,SPECIES,Hypnales,Bryophyta,Plantae,Oxyrrhynchium,Bryopsida,Brachytheciaceae
8343,Oxyrrhynchium speciosum (Brid.) Warnst.,SPECIES,Hypnales,Bryophyta,Plantae,Oxyrrhynchium,Bryopsida,Brachytheciaceae
8344,Phascum cuspidatum Hedw.,SPECIES,Pottiales,Bryophyta,Plantae,Phascum,Bryopsida,Pottiaceae
8345,"Physcomitrella patens Bruch & W.P.Schimper, 1849",SPECIES,Funariales,Bryophyta,Plantae,Physcomitrella,Bryopsida,Funariaceae
8346,Plasteurhynchium striatulum (Spruce) M.Fleisch.,SPECIES,Hypnales,Bryophyta,Plantae,Plasteurhynchium,Bryopsida,Brachytheciaceae
8347,"Polytrichastrum formosum G.L.Smith, 1971",SPECIES,Polytrichales,Bryophyta,Plantae,Polytrichastrum,Bryopsida,Polytrichaceae
8348,"Polytrichastrum longisetum G.L.Smith, 1971",SPECIES,Polytrichales,Bryophyta,Plantae,Polytrichastrum,Bryopsida,Polytrichaceae
8349,Protobryum bryoides (Dicks.) J.Guerra & M.J.Cano,SPECIES,Pottiales,Bryophyta,Plantae,Protobryum,Bryopsida,Pottiaceae
8350,"Pseudoscleropodium purum Fleischer, 1925",SPECIES,Hypnales,Bryophyta,Plantae,Pseudoscleropodium,Bryopsida,Entodontaceae
8353,Sciuro-hypnum oedipodium (Mitt.) Ignatov & Huttunen,SPECIES,Hypnales,Bryophyta,Plantae,Sciuro-hypnum,Bryopsida,Brachytheciaceae
8354,Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen,SPECIES,Hypnales,Bryophyta,Plantae,Sciuro-hypnum,Bryopsida,Brachytheciaceae
8355,Sciuro-hypnum populeum (Hedw.) Ignatov & Huttunen,SPECIES,Hypnales,Bryophyta,Plantae,Sciuro-hypnum,Bryopsida,Brachytheciaceae
8356,Sciuro-hypnum reflexum (Starke) Ignatov & Huttunen,SPECIES,Hypnales,Bryophyta,Plantae,Sciuro-hypnum,Bryopsida,Brachytheciaceae
8359,Syntrichia montana Nees,SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
8360,"Thuidium assimile Jaeger, 1878",SPECIES,Hypnales,Bryophyta,Plantae,Thuidium,Bryopsida,Thuidiaceae
8362,"Trichodon cylindricus W.P.Schimper, 1856",SPECIES,Dicranales,Bryophyta,Plantae,Trichodon,Bryopsida,Ditrichaceae
8364,"Aloina ambigua (Bruch & W.P.Schimper) Limpricht, 1888",SPECIES,Pottiales,Bryophyta,Plantae,Aloina,Bryopsida,Pottiaceae
8366,Campylium protensum (Brid.) Kindb.,SPECIES,Hypnales,Bryophyta,Plantae,Campylium,Bryopsida,Amblystegiaceae
8367,Didymodon insulanus (De Not.) M.O.Hill,SPECIES,Pottiales,Bryophyta,Plantae,Didymodon,Bryopsida,Pottiaceae
8368,Ephemerum minutissimum Lindb.,SPECIES,Pottiales,Bryophyta,Plantae,Ephemerum,Bryopsida,Pottiaceae
8370,Sphagnum auriculatum Schimp.,SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
8371,Zygodon stirtonii Schimp. ex Stirt.,SPECIES,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
8392,Fissidens gymnandrus Büse,SPECIES,Fissidentales,Bryophyta,Plantae,Fissidens,Bryopsida,Fissidentaceae
8394,"Grimmia anodon Bruch & W.P.Schimper, 1845",SPECIES,Grimmiales,Bryophyta,Plantae,Grimmia,Bryopsida,Grimmiaceae
8433,"Zygodon dentatus Karttunen, 1984",SPECIES,Orthotrichales,Bryophyta,Plantae,Zygodon,Bryopsida,Orthotrichaceae
8438,Conocephalum conicum (L.) Dumort.,SPECIES,Marchantiales,Marchantiophyta,Plantae,Conocephalum,Marchantiopsida,Conocephalaceae
8439,Chiloscyphus polyanthos (L.) Corda,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Chiloscyphus,Jungermanniopsida,Lophocoleaceae
8440,"Schistidium apocarpum Bruch & W.P.Schimper, 1845",SPECIES,Grimmiales,Bryophyta,Plantae,Schistidium,Bryopsida,Grimmiaceae
8441,"Palustriella commutata Ochyra, 1989",SPECIES,Hypnales,Bryophyta,Plantae,Palustriella,Bryopsida,Amblystegiaceae
8445,"Syntrichia ruralis Weber & D.Mohr, 1803",SPECIES,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
8446,Syntrichia montana var. calva (Durieu & Sagot) J.J.Amann,VARIETY,Pottiales,Bryophyta,Plantae,Syntrichia,Bryopsida,Pottiaceae
8451,"Racomitrium canescens Bridel, 1819",SPECIES,Grimmiales,Bryophyta,Plantae,Racomitrium,Bryopsida,Grimmiaceae
8460,"Bryum rubens Mitten, 1856",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
8472,"Sphagnum recurvum Palisot de Beauvois, 1805",SPECIES,Sphagnales,Bryophyta,Plantae,Sphagnum,Sphagnopsida,Sphagnaceae
8518,"Plagiothecium denticulatum W.P.Schimper, 1851",SPECIES,Hypnales,Bryophyta,Plantae,Plagiothecium,Bryopsida,Plagiotheciaceae
8551,"Bryum erythrocarpum G.Roth, 1905",SPECIES,Bryales,Bryophyta,Plantae,Bryum,Bryopsida,Bryaceae
8636,Schistidium platyphyllum (Mitt.) H.Perss.,SPECIES,Grimmiales,Bryophyta,Plantae,Schistidium,Bryopsida,Grimmiaceae
8637,Riccardia palmata (Hedw.) Carruth.,SPECIES,Metzgeriales,Marchantiophyta,Plantae,Riccardia,Jungermanniopsida,Aneuraceae
8656,"Leptodon smithii Weber & D.Mohr, 1803",SPECIES,Leucodontales,Bryophyta,Plantae,Leptodon,Bryopsida,Leptodontaceae
8705,Barbula sardoa (Bruch & Schimp.) J.-P.Frahm,SPECIES,Pottiales,Bryophyta,Plantae,Barbula,Bryopsida,Pottiaceae
8707,"Orthotrichum acuminatum Philibert, 1881",SPECIES,Orthotrichales,Bryophyta,Plantae,Orthotrichum,Bryopsida,Orthotrichaceae
8731,Fossombronia caespitiformis (Raddi) De Not. ex Rabenh.,SPECIES,Fossombroniales,Marchantiophyta,Plantae,Fossombronia,Jungermanniopsida,Fossombroniaceae
8839,Riccia crozalsii Levier,SPECIES,Marchantiales,Marchantiophyta,Plantae,Riccia,Marchantiopsida,Ricciaceae
8873,Tortella fasciculata (Culm.) Culm,SPECIES,Pottiales,Bryophyta,Plantae,Tortella,Bryopsida,Pottiaceae
8884,Cephaloziella spinigera (Lindb.) Warnst.,SPECIES,Jungermanniales,Marchantiophyta,Plantae,Cephaloziella,Jungermanniopsida,Cephaloziellaceae
8893,Drepanocladus kneiffii (Schimp.) Warnst.,SPECIES,Hypnales,Bryophyta,Plantae,Drepanocladus,Bryopsida,Amblystegiaceae
8895,"Drepanocladus (C.Müller Hal.) G.Roth, 1899",GENUS,Hypnales,Bryophyta,Plantae,Drepanocladus,Bryopsida,Amblystegiaceae
8896,"Drepanocladus (C.Müller Hal.) G.Roth, 1899",GENUS,Hypnales,Bryophyta,Plantae,Drepanocladus,Bryopsida,Amblystegiaceae
8897,Drepanocladus polygamus (Schimp.) Hedenäs,SPECIES,Hypnales,Bryophyta,Plantae,Drepanocladus,Bryopsida,Amblystegiaceae
8900,Warnstorfia Loeske,GENUS,Hypnales,Bryophyta,Plantae,Warnstorfia,Bryopsida,Amblystegiaceae
8903,"Ulota crispa Bridel, 1819",SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
8904,Ulota crispula Bruch,SPECIES,Orthotrichales,Bryophyta,Plantae,Ulota,Bryopsida,Orthotrichaceae
